A-JournalCode;B-JournalLib;C-EcritureNum;D-EcritureDate;E-CompteNum;F-CompteLib;G-CompAuxNum;H-CompAuxLib;I-PieceRef;J-PieceDate;H-EcritureLib;K-Debit;L-Credit;M-EcritureLet;N-DateLet;O-ValidDate;P-Montantdevise;Q-Idevise;1-Montant;2-Valeur Absolue;3-Mois;4-Trimestre;5-Semestre;6-Année;7-Racine 1;8-Libellé Racine 1;9-Racine 2;10-Libellé Racine 2;11-Racine 3;12-Libellé Racine 3;13-Racine 4;14-Libellé Racine 4;15-Racine 5;16-Libellé Racine 5;17-Bilan;18-Resultat;19-Report à nouveau;20-Trésorerie;21-Banque;22-Caisse;23-Debit/Crédit;24-Encaissements / Décaissements;25-Dettes;26-Ventes;27-Reconnaissance fournisseur;28-Espèces;29-Investissements;30-;31-;32-;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;FRU;FRU ;Non dispo;20230101;Facture FRUITS ET LEGUMES du 31/12/2022;0;214;;19700101;;;;214;214;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;FRU;FRU ;Non dispo;20230101;Facture FRUITS ET LEGUMES;0;69;5;;19700101;;;;69;5;69;5;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;FRU;FRU ;Non dispo;20230101;Facture 22 du 19/12/2022;0;125;;19700101;;;;125;125;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;GOOGLE *ADS7842788 LE 20/03;97;21;0;;19700101;;;;-97;21;97;21;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;Facture GOOGLE IRELAND LIMITED du 30/04/2022; pÃ©riode du 06/01/2022 au 30/04/2022;0;116;46;;19700101;;;;116;46;116;46;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;GOOGLE *ADS7842788  LE 20/04;120;44;0;;19700101;;;;-120;44;120;44;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;Facture GOOGLE IRELAND LIMITED du 28/02/2022; pÃ©riode du 01/02/2022 au 28/02/2022;0;114;44;;19700101;;;;114;44;114;44;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;Facture GOOGLE IRELAND LIMITED du 31/01/2022; pÃ©riode du 01/01/2022 au 31/01/2022;0;235;33;;19700101;;;;235;33;235;33;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;GOOGLE *ADS7842788 LE 20/01;339;27;0;;19700101;;;;-339;27;339;27;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;Facture GOOGLE IRELAND LIMITED du 31/03/2022; pÃ©riode du 01/03/2022 au 31/03/2022;0;107;58;;19700101;;;;107;58;107;58;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GOOGLE;GOOGLE ;Non dispo;20230101;GOOGLE *ADS7842788 LE 20/02;149;69;0;;19700101;;;;-149;69;149;69;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GRENKE;GRE ;Non dispo;20230101;Facture GRENKE LOCATION du 18/12/2022;0;96;;19700101;;;;96;96;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;GRENKE;GRE ;Non dispo;20230101;Facture GRENKE LOCATION du 17/12/2022;0;180;;19700101;;;;180;180;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;HAY TEM PLUS;HAY TEM PLUS ;Non dispo;20230101;O/DE TRANSFERT 23574923706991;700;0;;19700101;;;;-700;700;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;HORECOL;HORECOL ;Non dispo;20230101;Facture A HORECOL - PARIS du 18/11/2022;0;1297;2;;19700101;;;;1297;2;1297;2;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;LEASING MERCEDES GL-120-DR;LEASING MERCEDES ;Non dispo;20230101;ECHEANCE LEASING MERCEDES;0;8960;41;;19700101;;;;8960;41;8960;41;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;LOY;LOY ;Non dispo;20230101;LOYER 1T / 2023;0;13440;61;;19700101;;;;13440;61;13440;61;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MAITRE ;SALVAT ;Non dispo;20230101;VIR SEPA MAITRE SALVAT MARINE;207;11;0;;19700101;;;;-207;11;207;11;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MERCEDES;MERCEDES ;Non dispo;20230101;VIR SEPA MERCEDES BENZ PARIS;2000;0;;19700101;;;;-2000;2000;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MERCEDES;MERCEDES ;Non dispo;20230101;VIR SEPA MERCEDES BENZ PARIS;553;76;0;;19700101;;;;-553;76;553;76;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;PRLV SEPA METRO CASH CARRY FRAN;68;4;0;;19700101;;;;-68;4;68;4;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;PRLV SEPA METRO CASH CARRY FRAN;20;0;;19700101;;;;-20;20;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;Facture METRO FRANCE du 26/11/2022;0;909;79;;19700101;;;;909;79;909;79;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;Facture METRO FRANCE du 29/12/2022;0;596;64;;19700101;;;;596;64;596;64;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;Facture METRO FRANCE du 29/12/2022;0;47;74;;19700101;;;;47;74;47;74;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;Facture METRO FRANCE du 10/12/2022;0;844;62;;19700101;;;;844;62;844;62;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MET;MET ;Non dispo;20230101;Facture METRO FRANCE du 12/12/2022;0;20;;19700101;;;;20;20;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;MONIN;GEORGES MONIN ;Non dispo;20230101;Facture GEORGES MONIN du 13/12/2022;0;197;49;;19700101;;;;197;49;197;49;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;ORANGE;ORANGE ;Non dispo;20230101;Facture ORANGE du 29/12/2022;0;114;37;;19700101;;;;114;37;114;37;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;PAL;PAL ;Non dispo;20230101;A-nouveaux au 01/01/2022;650;0;;19700101;;;;-650;650;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;PROPAGO;PROPAGO PARIS;Non dispo;20230101;Facture PROPAGO - PARIS du 22/12/2022;0;1978;48;;19700101;;;;1978;48;1978;48;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;SAF;SAF ;Non dispo;20230101;A-nouveaux au 01/01/2022;0;3000;;19700101;;;;3000;3000;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRADER SERVICE;TRD ;Non dispo;20230101;PRLV SEPA A T 2 C 311221 Facture n FA065257 FIVE PIZZA BOULOGNE PR;425;42;0;;19700101;;;;-425;42;425;42;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRANSGOURMET;TR ;Non dispo;20230101;Facture TRANSGOURMET du 30/12/2022;0;3509;49;;19700101;;;;3509;49;3509;49;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRANSGOURMET;TR ;Non dispo;20230101;Facture TRANSGOURMET du 26/12/2022;0;3480;37;;19700101;;;;3480;37;3480;37;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRANSGOURMET;TR ;Non dispo;20230101;Facture TRANSGOURMET du 23/12/2022;0;3086;75;;19700101;;;;3086;75;3086;75;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRANSGOURMET;TR ;Non dispo;20230101;Facture TRANSGOURMET du 29/12/2022;0;2581;96;;19700101;;;;2581;96;2581;96;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;TRANSGOURMET;TR ;Non dispo;20230101;Facture TRANSGOURMET du 22/12/2022;0;1677;4;;19700101;;;;1677;4;1677;4;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;UPC;UPC ;Non dispo;20230101;A-nouveaux au 01/01/2022;0;1920;;19700101;;;;1920;1920;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;UPC;UPC ;Non dispo;20230101;Facture UP CHARGES DOWM - BOBIGNY du 26/01/2022;0;828;;19700101;;;;828;828;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40110000;FOURNISSEURS;VEOLIA;VEOLIA ;Non dispo;20230101;VEOLIA 05/07/2022;0;105;;19700101;;;;105;105;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;401;Fournisseurs;4011;Fournisseurs - Achats de biens et prestations de services;40110;Fournisseurs - Achats de biens et prestations de services;Bilan;;;;;;C;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40810000;FOURNISSEURS ; FNP;;;Non dispo;20230101;FNP CORPORATION 12/2022;0;1098;;19700101;;;;1098;1098;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;408;Fournisseurs - Factures non parvenues;4081;Fournisseurs;40810;Fournisseurs;Bilan;;;;;;C;;Dettes;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;40910000;FOURNISSEURS - AVANCES ET ACOMPTES VERSÃ‰S SUR COMMANDES;;;Non dispo;20230101;A-nouveaux au 01/01/2022;4885;54;0;;19700101;;;;-4885;54;4885;54;Err :520;Err :520;Err :520;2023;4;Tiers;40;FOURNISSEURS;409;Fournisseurs débiteurs;4091;Fournisseurs - Avances et acomptes versés sur commandes;40910;Fournisseurs - Avances et acomptes versés sur commandes;Bilan;;;;;;D;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421ABS;421ABS;Non dispo;20230101;Salaires dÃ©cembre/22 ABDUS SUKUR;0;443;98;;19700101;;;;443;98;443;98;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421ABU;421ABU;Non dispo;20230101;Salaires dÃ©cembre/22 Plusieurs salariÃ©s;0;2304;8;;19700101;;;;2304;8;2304;8;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421ABU;421ABU;Non dispo;20230101;VIR SEPA HOSSAIN ABUL;1400;0;;19700101;;;;-1400;1400;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;D;;Dettes;;;;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421ATAYE;421ATAYE;Non dispo;20230101;Salaires dÃ©cembre/22 ATAYE DELAQA;0;1799;99;;19700101;;;;1799;99;1799;99;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421BERNOU; BERNOU DAHMANE 421BERNOU ;Non dispo;20230101;Salaires dÃ©cembre/22 BERNOU DAHMANE;0;496;42;;19700101;;;;496;42;496;42;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421FOY; 421FOY ;Non dispo;20230101;Salaires dÃ©cembre/22 FOYSAL MOHAMAD;0;899;71;;19700101;;;;899;71;899;71;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421HAJ;421HAJ;Non dispo;20230101;Salaires dÃ©cembre/22 HAJ KARIM;0;1950;5;;19700101;;;;1950;5;1950;5;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421HOUIMLI;421HOUIMLI;Non dispo;20230101;Salaires dÃ©cembre/22 HOUIMLI AIMEN;0;1300;1;;19700101;;;;1300;1;1300;1;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421JABBAR; 421JABBAR ;Non dispo;20230101;Salaires janvier/22 JABBAR SAMIR;0;100;52;;19700101;;;;100;52;100;52;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421JABBAR; 421JABBAR ;Non dispo;20230101;Salaires janvier/22;0;2455;34;;19700101;;;;2455;34;2455;34;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421KHO;421KHO;Non dispo;20230101;Salaires dÃ©cembre/22 MD KHOYRUL ISLAM;0;1950;5;;19700101;;;;1950;5;1950;5;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421OUACHECHI;421OUACHECHI;Non dispo;20230101;Salaires dÃ©cembre/22 OUACHEHI SAID;0;1838;5;;19700101;;;;1838;5;1838;5;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421SAKKA; SAKKA CHADHA ;Non dispo;20230101;Salaires dÃ©cembre/22 SAKKA CHADHA;0;604;9;;19700101;;;;604;9;604;9;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421SAR;421SAR;Non dispo;20230101;Salaires dÃ©cembre/22 SARDER SOLAIMAN;0;1950;5;;19700101;;;;1950;5;1950;5;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
[RAN];A-Nouveau ;01/01/2001;01/01/2023;42100000;SALARIES;421TAL;421TAL;Non dispo;20230101;Salaires dÃ©cembre/22 TALUKDAR MUHAMED SALAM;0;1950;4;;19700101;;;;1950;4;1950;4;Err :520;Err :520;Err :520;2023;4;Tiers;42;PERSONNEL ET COMPTES RATTACHÉS;421;Personnel - Rémunérations dues;4210;Personnel - Rémunérations dues;42100;Personnel - Rémunérations dues;Bilan;;;;;;C;;Dettes;;;;;;;;
